id,fact_id,variant_id,template_id,bank,chapter,verse_or_page,source_span,type,difficulty,topic,context_anchor,question,options,correct_option,correct_answer,accepted_answers,answer_mode,explanation,why_distractors_fail,source_quote,trap_type,blind_final_pool,validation_status,incorrect_detail,correction
DAN8-0111,DAN8-V09-S01-F03,DAN8-V09-S01-F03-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"18, Daniel 8:9","De uno de ellos salió un cuerno pequeño, que creció mucho hacia el sur y el oriente, y hacia la tierra gloriosa.",multiple_choice,hard,"carnero, macho cabrío, santuario e interpretación (Daniel 8:9)",De uno de ellos salió un cuerno pequeño que creció mucho hacia el sur,"Según 18, Daniel 8:9, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:9), ¿qué opción completa correctamente el detalle señalado? Marco: «De uno de ellos salió un cuerno pequeño, que creció mucho hacia el sur y el oriente, y [DETALLE] gloriosa.»","[""corazón no contaminarse"", ""comida del rey"", ""Daniel propuso"", ""hacia la tierra""]",3,hacia la tierra,"[""hacia la tierra""]",exact_text,"«hacia la tierra» completa el dato de 18, Daniel 8:9. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""corazón no contaminarse"": ""Es un dato de 3, Daniel 1:8; no completa el marco de 18, Daniel 8:9."", ""comida del rey"": ""Es un dato de 3, Daniel 1:8; no completa el marco de 18, Daniel 8:9."", ""Daniel propuso"": ""Es un dato de 3, Daniel 1:8; no completa el marco de 18, Daniel 8:9.""}","sur y el oriente, y hacia la tierra gloriosa",true_elsewhere,False,verified,,
DAN8-0112,DAN8-V10-S02-F03,DAN8-V10-S02-F03-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"18, Daniel 8:10","y parte del ejército y de las estrellas echó por tierra, y las pisoteó.",multiple_choice,expert,"carnero, macho cabrío, santuario e interpretación (Daniel 8:10)",y parte del ejército y de las estrellas echó por tierra y las pisoteó,"Según 18, Daniel 8:10, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:10), ¿qué opción completa correctamente el detalle señalado? Marco: «y parte del ejército y de las [DETALLE] echó por tierra, y las pisoteó.»","[""estrellas"", ""gobernadores"", ""magistrados"", ""consejeros""]",0,estrellas,"[""estrellas""]",exact_text,"«estrellas» completa el dato de 18, Daniel 8:10. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""gobernadores"": ""Es un dato de 7, Daniel 3:2; no completa el marco de 18, Daniel 8:10."", ""magistrados"": ""Es un dato de 7, Daniel 3:2; no completa el marco de 18, Daniel 8:10."", ""consejeros"": ""Es un dato de 7, Daniel 3:2; no completa el marco de 18, Daniel 8:10.""}","del ejército y de las estrellas echó por tierra, y las pisoteó",close_detail,False,verified,,
DAN8-0113,DAN8-V11-S01-F03,DAN8-V11-S01-F03-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"18, Daniel 8:11",Aun se engrandeció frente al príncipe de los ejércitos,multiple_choice,hard,"carnero, macho cabrío, santuario e interpretación (Daniel 8:11)",Aun se engrandeció frente al príncipe de los ejércitos,"Según 18, Daniel 8:11, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:11), ¿qué opción completa correctamente el detalle señalado? Marco: «Aun se engrandeció frente al príncipe de los [DETALLE]»","[""magistrados"", ""ejércitos"", ""consejeros"", ""provincias""]",1,ejércitos,"[""ejércitos""]",exact_text,"«ejércitos» completa el dato de 18, Daniel 8:11. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""magistrados"": ""Es un dato de 7, Daniel 3:2; no completa el marco de 18, Daniel 8:11."", ""consejeros"": ""Es un dato de 7, Daniel 3:2; no completa el marco de 18, Daniel 8:11."", ""provincias"": ""Es un dato de 7, Daniel 3:2; no completa el marco de 18, Daniel 8:11.""}",frente al príncipe de los ejércitos,close_detail,False,verified,,
DAN8-0114,DAN8-V11-S02-F03,DAN8-V11-S02-F03-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"18, Daniel 8:11","por él fue quitado el sacrificio continuo, y el lugar de su santuario fue echado por tierra.",multiple_choice,expert,"carnero, macho cabrío, santuario e interpretación (Daniel 8:11)",por él fue quitado el sacrificio continuo y el lugar de su santuario fue,"Según 18, Daniel 8:11, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:11), ¿qué opción completa correctamente el detalle señalado? Marco: «por él fue quitado el sacrificio [DETALLE], y el lugar de su santuario fue echado por tierra.»","[""terminar"", ""príncipe"", ""continuo"", ""vendrá""]",2,continuo,"[""continuo""]",exact_text,"«continuo» completa el dato de 18, Daniel 8:11. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""terminar"": ""Es un dato de 22, Daniel 10:20; no completa el marco de 18, Daniel 8:11."", ""príncipe"": ""Es un dato de 22, Daniel 10:20; no completa el marco de 18, Daniel 8:11."", ""vendrá"": ""Es un dato de 22, Daniel 10:20; no completa el marco de 18, Daniel 8:11.""}","él fue quitado el sacrificio continuo, y el lugar de su santuario fue",true_elsewhere,False,verified,,
DAN8-0115,DAN8-V12-S01-F03,DAN8-V12-S01-F03-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"18, Daniel 8:12",A causa de la prevaricación le fue entregado el ejército junto con el sacrificio continuo,multiple_choice,hard,"carnero, macho cabrío, santuario e interpretación (Daniel 8:12)",A causa de la prevaricación le fue entregado el ejército junto con el sacrificio,"Según 18, Daniel 8:12, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:12), ¿qué opción completa correctamente el detalle señalado? Marco: «A causa de la [DETALLE] le fue entregado el ejército junto con el sacrificio continuo»","[""príncipe"", ""vendrá"", ""verdad"", ""prevaricación""]",3,prevaricación,"[""prevaricación""]",exact_text,"«prevaricación» completa el dato de 18, Daniel 8:12. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""príncipe"": ""Es un dato de 22, Daniel 10:20; no completa el marco de 18, Daniel 8:12."", ""vendrá"": ""Es un dato de 22, Daniel 10:20; no completa el marco de 18, Daniel 8:12."", ""verdad"": ""Es un dato de 22, Daniel 10:21; no completa el marco de 18, Daniel 8:12.""}",A causa de la prevaricación le fue entregado el ejército junto con,close_detail,True,verified,,
DAN8-0116,DAN8-V12-S02-F03,DAN8-V12-S02-F03-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"18, Daniel 8:12","echó por tierra la verdad e hizo cuanto quiso, y prosperó.",multiple_choice,expert,"carnero, macho cabrío, santuario e interpretación (Daniel 8:12)",echó por tierra la verdad e hizo cuanto quiso y prosperó,"Según 18, Daniel 8:12, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:12), ¿qué opción completa correctamente el detalle señalado? Marco: «echó por tierra la verdad e hizo [DETALLE], y prosperó.»","[""cuanto quiso"", ""señor el rey"", ""asignó vuestra comida"", ""eunucos dijo""]",0,cuanto quiso,"[""cuanto quiso""]",exact_text,"«cuanto quiso» completa el dato de 18, Daniel 8:12. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""señor el rey"": ""Es un dato de 3, Daniel 1:10; no completa el marco de 18, Daniel 8:12."", ""asignó vuestra comida"": ""Es un dato de 3, Daniel 1:10; no completa el marco de 18, Daniel 8:12."", ""eunucos dijo"": ""Es un dato de 3, Daniel 1:10; no completa el marco de 18, Daniel 8:12.""}","tierra la verdad e hizo cuanto quiso, y prosperó",true_elsewhere,False,verified,,
DAN8-0117,DAN8-V13-S02-F03,DAN8-V13-S02-F03-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"18, Daniel 8:13","y otro de los santos preguntó a aquel que hablaba: “¿Hasta cuándo durará la visión del sacrificio continuo, la prevaricación asoladora y la entrega del santuario y el ejército para ser pisoteados?”",multiple_choice,hard,"carnero, macho cabrío, santuario e interpretación (Daniel 8:13)",y otro de los santos preguntó a aquel que hablaba Hasta cuándo durará la,"Según 18, Daniel 8:13, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:13), ¿qué opción completa correctamente el detalle señalado? Marco: «y otro de los santos preguntó a aquel que hablaba: “¿Hasta cuándo [DETALLE] del sacrificio continuo, la prevaricación asoladora y la entrega del santuario y el ejército para ser pisoteados?”»","[""asignó vuestra comida"", ""durará la visión"", ""eunucos dijo"", ""vuestra bebida""]",1,durará la visión,"[""durará la visión""]",exact_text,"«durará la visión» completa el dato de 18, Daniel 8:13. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""asignó vuestra comida"": ""Es un dato de 3, Daniel 1:10; no completa el marco de 18, Daniel 8:13."", ""eunucos dijo"": ""Es un dato de 3, Daniel 1:10; no completa el marco de 18, Daniel 8:13."", ""vuestra bebida"": ""Es un dato de 3, Daniel 1:10; no completa el marco de 18, Daniel 8:13.""}","aquel que hablaba: “¿Hasta cuándo durará la visión del sacrificio continuo, la prevaricación asoladora y",close_detail,False,verified,,
DAN8-0118,DAN8-V15-S01-F03,DAN8-V15-S01-F03-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"18, Daniel 8:15","Aconteció que mientras yo, Daniel, consideraba la visión y procuraba comprenderla, se puso delante de mí uno con apariencia de hombre.",multiple_choice,expert,"carnero, macho cabrío, santuario e interpretación (Daniel 8:15)",Aconteció que mientras yo Daniel consideraba la visión y procuraba comprenderla se puso delante,"Según 18, Daniel 8:15, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:15), ¿qué opción completa correctamente el detalle señalado? Marco: «Aconteció que mientras yo, Daniel, consideraba la visión y [DETALLE] comprenderla, se puso delante de mí uno con apariencia de hombre.»","[""respondió"", ""mataba"", ""procuraba"", ""humillaba""]",2,procuraba,"[""procuraba""]",exact_text,"«procuraba» completa el dato de 18, Daniel 8:15. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""respondió"": ""Es un dato de 13, Daniel 5:17; no completa el marco de 18, Daniel 8:15."", ""mataba"": ""Es un dato de 13, Daniel 5:19; no completa el marco de 18, Daniel 8:15."", ""humillaba"": ""Es un dato de 13, Daniel 5:19; no completa el marco de 18, Daniel 8:15.""}","Daniel, consideraba la visión y procuraba comprenderla, se puso delante de mí uno",close_detail,True,verified,,
DAN8-0119,DAN8-V16-S01-F03,DAN8-V16-S01-F03-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"18, Daniel 8:16","Y oí una voz de hombre entre las riberas del Ulai, que gritó y dijo: “Gabriel, enseña a éste la visión.”",multiple_choice,hard,"carnero, macho cabrío, santuario e interpretación (Daniel 8:16)",Y oí una voz de hombre entre las riberas del Ulai que gritó y,"Según 18, Daniel 8:16, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:16), ¿qué opción completa correctamente el detalle señalado? Marco: «Y oí una voz de hombre entre las [DETALLE], que gritó y dijo: “Gabriel, enseña a éste la visión.”»","[""vuestra bebida"", ""muchachos que son"", ""rey me condene"", ""riberas del Ulai""]",3,riberas del Ulai,"[""riberas del Ulai""]",exact_text,"«riberas del Ulai» completa el dato de 18, Daniel 8:16. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""vuestra bebida"": ""Es un dato de 3, Daniel 1:10; no completa el marco de 18, Daniel 8:16."", ""muchachos que son"": ""Es un dato de 3, Daniel 1:10; no completa el marco de 18, Daniel 8:16."", ""rey me condene"": ""Es un dato de 3, Daniel 1:10; no completa el marco de 18, Daniel 8:16.""}","voz de hombre entre las riberas del Ulai, que gritó y dijo: “Gabriel, enseña a",true_elsewhere,False,verified,,
DAN8-0120,DAN8-V17-S02-F03,DAN8-V17-S02-F03-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"18, Daniel 8:17","Y al venir, me asusté y me postré sobre mi rostro.",multiple_choice,expert,"carnero, macho cabrío, santuario e interpretación (Daniel 8:17)",Y al venir me asusté y me postré sobre mi rostro,"Según 18, Daniel 8:17, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:17), ¿qué opción completa correctamente el detalle señalado? Marco: «Y al venir, me asusté y me postré sobre mi [DETALLE].»","[""rostro"", ""levantará"", ""reino"", ""valiente""]",0,rostro,"[""rostro""]",exact_text,"«rostro» completa el dato de 18, Daniel 8:17. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""levantará"": ""Es un dato de 23, Daniel 11:2; no completa el marco de 18, Daniel 8:17."", ""reino"": ""Es un dato de 23, Daniel 11:2; no completa el marco de 18, Daniel 8:17."", ""valiente"": ""Es un dato de 23, Daniel 11:3; no completa el marco de 18, Daniel 8:17.""}",y me postré sobre mi rostro,close_detail,True,verified,,
DAN8-0121,DAN8-V17-S03-F03,DAN8-V17-S03-F03-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"18, Daniel 8:17","Pero él me dijo: “Entiende, hijo de hombre, que la visión es para el tiempo del fin.”",multiple_choice,hard,"carnero, macho cabrío, santuario e interpretación (Daniel 8:17)",Pero él me dijo Entiende hijo de hombre que la visión es para el,"Según 18, Daniel 8:17, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:17), ¿qué opción completa correctamente el detalle señalado? Marco: «Pero él me dijo: “Entiende, hijo de hombre, que la visión es para el [DETALLE].”»","[""rey me condene"", ""tiempo del fin"", ""pues luego"", ""quien el jefe""]",1,tiempo del fin,"[""tiempo del fin""]",exact_text,"«tiempo del fin» completa el dato de 18, Daniel 8:17. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""rey me condene"": ""Es un dato de 3, Daniel 1:10; no completa el marco de 18, Daniel 8:17."", ""pues luego"": ""Es un dato de 3, Daniel 1:10; no completa el marco de 18, Daniel 8:17."", ""quien el jefe"": ""Es un dato de 3, Daniel 1:11; no completa el marco de 18, Daniel 8:17.""}",la visión es para el tiempo del fin,true_elsewhere,False,verified,,
DAN8-0122,DAN8-V18-S01-F03,DAN8-V18-S01-F03-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"18, Daniel 8:18","Mientras él hablaba conmigo, caí dormido en tierra sobre mi rostro.",multiple_choice,expert,"carnero, macho cabrío, santuario e interpretación (Daniel 8:18)",Mientras él hablaba conmigo caí dormido en tierra sobre mi rostro,"Según 18, Daniel 8:18, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:18), ¿qué opción completa correctamente el detalle señalado? Marco: «Mientras él hablaba [DETALLE], caí dormido en tierra sobre mi rostro.»","[""levantará"", ""valiente"", ""conmigo"", ""voluntad""]",2,conmigo,"[""conmigo""]",exact_text,"«conmigo» completa el dato de 18, Daniel 8:18. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""levantará"": ""Es un dato de 23, Daniel 11:3; no completa el marco de 18, Daniel 8:18."", ""valiente"": ""Es un dato de 23, Daniel 11:3; no completa el marco de 18, Daniel 8:18."", ""voluntad"": ""Es un dato de 23, Daniel 11:3; no completa el marco de 18, Daniel 8:18.""}","Mientras él hablaba conmigo, caí dormido en tierra sobre mi rostro",close_detail,True,verified,,
DAN8-0123,DAN8-V20-S01-F03,DAN8-V20-S01-F03-MC-CONTEXTUAL-V1-01,mc-contextual-v1,DANIEL1-12,DAN8,"18, Daniel 8:20","En cuanto al carnero que viste, que tenía dos cuernos: éstos son los reyes de Media y de Persia.",multiple_choice,hard,"carnero, macho cabrío, santuario e interpretación (Daniel 8:20)",En cuanto al carnero que viste que tenía dos cuernos éstos son los reyes,"Según 18, Daniel 8:20, en la escena sobre carnero, macho cabrío, santuario e interpretación (Daniel 8:20), ¿qué opción completa correctamente el detalle señalado? Marco: «En [DETALLE] que viste, que tenía dos cuernos: éstos son los reyes de Media y de Persia.»","[""quien el jefe"", ""eunucos había puesto"", ""Entonces dijo"", ""cuanto al carnero""]",3,cuanto al carnero,"[""cuanto al carnero""]",exact_text,"«cuanto al carnero» completa el dato de 18, Daniel 8:20. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""quien el jefe"": ""Es un dato de 3, Daniel 1:11; no completa el marco de 18, Daniel 8:20."", ""eunucos había puesto"": ""Es un dato de 3, Daniel 1:11; no completa el marco de 18, Daniel 8:20."", ""Entonces dijo"": ""Es un dato de 3, Daniel 1:11; no completa el marco de 18, Daniel 8:20.""}","En cuanto al carnero que viste, que tenía dos cuernos: éstos",close_detail,False,verified,,
